id,title,Rating,maincateg,platform,price1,actprice1,Offer %,norating1,noreviews1,star_5f,star_4f,star_3f,star_2f,star_1f,fulfilled1
9621,Strong Stylish and Comfortable shoes additional Casuals For Men  (Brown),4,Men,Flipkart,388,999,61.16%,81,7,44,13,13,2,9,0
19932,Wedges For Women  (Tan),4.2,Women,Flipkart,307,999,69.27%,15,2,8,3,3,1,0,0
1260,Shoes For Women Boots For Women  (Pink),4.4,Women,Flipkart,499,999,50.05%,75,12,53,11,5,1,5,0
12721,NIKE CHROMA THONG 5 Slippers,4.2,,Flipkart,1271,1495,14.98%,,148,,310,,53,127,1
6615,Women Pink Wedges Sandal,3.9,Women,Flipkart,455,533,14.63%,164,24,83,32,21,8,20,0
3284,Jutis For Women  (Black),3.6,Women,Flipkart,199,499,60.12%,156,17,70,21,21,17,27,0
669,Women Beige Flats Sandal,3.9,Women,Flipkart,257,771,65.33%,416,50,254,163,50,11,41,0
12218,Slides,3.9,Women,Flipkart,279,399,30.08%,8382,1172,4048,1801,1162,519,850,1
19869,Women Yellow Flats Sandal,4.2,,Flipkart,299,599,50.08%,,,,,424,125,171,1
6743,Slides,4.3,Men,Flipkart,944,1499,37.02%,427,52,232,119,49,15,12,1
6914,Lightweight Women Sports Shoes for Running and Walking Slip On Sneakers For Women  (Black),4.3,Women,Flipkart,629,999,37.04%,268,42,155,60,32,9,12,1
13141,"Women SL-126 Grey Pink Walking Shoes For Women  (Pink, Grey)",4.2,Women,Flipkart,740,949,22.02%,3223,472,1738,875,324,107,179,0
9343,Women Burgundy Wedges Sandal,3.9,Women,Flipkart,295,1499,80.32%,2157,298,1151,341,246,155,264,0
17402,Men Black Flats Sandal,3.4,Men,Flipkart,346,849,59.25%,408,54,165,58,57,44,84,1
16118,"Women Brown, White Flats Sandal",3.9,Women,Flipkart,581,699,16.88%,234,14,109,56,33,11,25,1
15238,Women Multicolor Flats Sandal,4.1,Women,Flipkart,499,550,9.27%,1921,216,1021,409,236,87,168,1
11598,Synthetic Leather Casual Partywear New Stylish High Heels Shoes For Womens And Girls Boots For Women  (Pink),4.1,Women,Flipkart,398,999,60.16%,171,33,95,37,20,2,17,0
10336,Women Tan Wedges Sandal,4,Women,Flipkart,549,999,45.05%,125,14,70,18,18,9,10,0
8160,Flip Flops,3.8,Women,Flipkart,140,499,71.94%,6711,1009,3192,1243,855,516,904,1
14005,Women Black Bellies Sandal,4.1,Women,Flipkart,499,999,50.05%,78,18,45,15,9,2,7,1
16844,"Women Latest Collection Sneakers Shoes | Casual Style | Trending Shoes for Girls | Light Weight Breathable Walking, Sports, Gym, Yoga Multo Color",2.5,Women,Amazon,319,319,0.00%,2,1,0,50,50,0,0,0
16842,DERBY Lace Up For Men  (Tan),4,Men,Flipkart,566,1999,71.69%,1834,264,786,571,247,84,146,1
18721,Slider Flip Flops,3.5,Men,Flipkart,312,849,63.25%,7153,898,3213,1011,847,624,1458,1
14936,Slip On For Men  (Black),3.9,Men,Flipkart,849,999,15.02%,317,51,151,74,41,21,30,1
7253,Genuine Leather Formal Shoes Derby For Men  (Black),3.9,Men,Flipkart,949,2999,68.36%,383,54,187,81,46,21,48,1
413,Jutis For Women  (Blue),4,Women,Flipkart,249,360,60.12%,2663,366,2949,99,552,82,429,0
7400,"Men Green, Grey Casual Sandal",3.6,Men,Flipkart,499,999,50.05%,396,44,171,65,57,31,72,1
3433,Loafers For Men  (Tan),3.7,Men,Flipkart,451,510,11.57%,15280,2056,7208,2435,2149,1160,2328,1
14992,Lace Up For Men  (Black),4.3,Men,Flipkart,2368,2995,20.93%,43,7,22,14,5,0,2,1
3706,"Women Blue, Multicolor Heels Sandal",4.1,Women,Flipkart,474,999,52.55%,3600,488,1973,702,421,221,283,1
16203,Fashion Outdoor Canvas Casual Light Weight Partywear Sneakers Shoes For Men's And Boys Sneakers Casuals For Men  For Men  (White),3.9,Men,Flipkart,399,1999,80.04%,267,32,142,41,28,19,37,0
3063,Lotto Men's Sneakers,3.7,Men,Amazon,499,1050,52.48%,1,895,14,6,13,25,42,1
16272,Slides,4.1,Men,Flipkart,299,499,40.08%,628,59,384,78,53,45,68,0
544,Jutis For Women  (Multicolor),4,Women,Flipkart,411,1134,60.06%,182,24,75,28,36,9,19,0
372,Women Maroon Flats Sandal,4,Women,Flipkart,293,1187,68.39%,1740,212,823,368,287,127,162,1
17556,Zipper Synthetic Leather Casual Partywear New Design Stylish Boots For Women And Girls Boots For Women  (White),4.3,Women,Flipkart,498,999,50.15%,4869,829,3000,995,449,179,246,1
18219,Bellies For Women  (Black),3.7,Women,Flipkart,374,499,25.05%,145,19,59,35,22,9,20,1
19596,Mojaris For Women  (Gold),3.8,Women,Flipkart,279,599,53.42%,6,0,2,3,0,0,1,0
19846,Men Combo Pack of 2 Casual Shoes Canvas Shoes For Men  (Multicolor),3.6,Men,Flipkart,399,2400,83.38%,308,37,136,51,47,23,51,1
10229,FORMAL SHOES Lace Up For Men For Men  (Brown),4.1,Men,Flipkart,411,999,58.86%,963,122,513,190,131,59,70,1
18328,Women Maroon Flats Sandal,4,Women,Flipkart,259,549,52.82%,9565,1324,4713,2059,1349,599,845,1
17808,"Fashion-02 Navy Pink Walking Shoes,Gym Shoes,Casual Shoes,Training Shoes,Sports Shoes, Walking Shoes For Women  (Blue)",4,Women,Flipkart,616,999,38.34%,3643,605,1757,986,465,156,279,1
4792,Slippers,3.8,Women,Flipkart,244,999,75.58%,189,20,91,35,25,15,23,0
13889,Men Synthetic Leather Chappal (Black) Flip Flops,3.8,Men,Flipkart,265,900,70.56%,46667,5709,21274,8848,6879,3392,6274,1
6610,Boots For Women  (Tan),4.2,Women,Flipkart,399,999,60.06%,366,84,223,67,39,11,26,1
6155,BALLERINAS FOR WOMEN AND GIRLS Bellies For Women  (Black),4.5,Women,Flipkart,328,1499,78.12%,37,7,28,4,2,2,1,0
3026,Tsukisho IDP Flip Flops,4.3,Men,Flipkart,999,1499,33.36%,853,102,509,206,80,24,34,0
12252,"Women SL-124 Navy Blue Pink Running Shoes For Women  (Navy, Pink)",4.3,Women,Flipkart,835,999,16.42%,17117,2296,9663,5026,1421,366,643,1
4352,Climber Outdoors For Men  (Black),4.1,Men,Flipkart,539,999,46.05%,5665,694,3370,862,589,288,556,1
17698,Women Black Wedges Sandal,4.1,Women,Flipkart,399,899,55.62%,231,39,118,61,20,13,19,1
2441,2151-237-R.BLUE Bellies For Women  (Blue),4,Women,Flipkart,359,399,10.03%,188,28,101,39,18,15,15,1
8359,Combo Pack of 2 Latest Collection Stylish Sports Running Shoes For Men Running Shoes For Men  (Multicolor),3.5,Men,Flipkart,504,998,49.50%,81,13,40,8,5,8,20,1
5382,Sparx Men's Sc0162g Sneakers,4,Men,Amazon,795,1199,33.69%,228,126,10,3,12,25,51,1
14055,Women Black Heels Sandal,3.4,Women,Flipkart,749,999,25.03%,18,2,5,5,3,2,3,0
20284,Slippers,4.1,Women,Flipkart,199,499,60.12%,8,4,4,3,0,0,1,0
10759,Running Shoes For Women  (Navy),4.1,Women,Flipkart,464,537,13.59%,28985,4764,14677,7718,3674,1136,1780,1
4116,Loafers For Men  (Tan),3.9,Men,Flipkart,404,999,59.56%,3146,388,1652,546,386,190,372,1
5718,Women Blue Heels Sandal,3.5,,Flipkart,599,999,40.04%,,0,,,0,0,1,1
16830,Lightweight Gymwear Sport Running Shoes For Men Walking Shoes For Men  (Black),3.8,Men,Flipkart,329,999,67.07%,14236,1424,7264,1930,1692,1205,2145,1
19533,Women Black Heels Sandal,3.7,Women,Flipkart,499,999,50.05%,419,71,198,75,42,33,71,0
4875,Jutis For Women  (Yellow),4.3,Women,Flipkart,194,499,61.12%,108,22,67,16,11,4,7,0
17147,Women Red Heels Sandal,4.3,Women,Flipkart,549,699,21.46%,351,49,201,93,38,7,9,1
20323,"Rajasthani Jaipuri Partywear Ethnic Womens Girls Ladies Shoe Jutis Jutis For Women  (White, Gold)",4.1,,Flipkart,265,499,46.89%,,,,,12,6,15,1
13589,786 Cherry Bellies For Women  (Red),3.6,Women,Flipkart,549,999,45.05%,187,25,78,36,27,13,33,1
9228,Bk Mojaris For Men  (Brown),3.3,Men,Flipkart,699,999,30.03%,6,1,2,1,1,1,1,0
20753,Light Grey Stemer MOC008 Casual Shoes For Men  (Grey),3.8,Men,Flipkart,479,499,4.01%,670,105,305,144,99,51,71,1
3206,Jutis For Women  (Red),3.9,Women,Flipkart,223,499,55.31%,989,139,483,187,139,63,117,1
20353,Training & Gym Shoes For Women  (Pink),4,Women,Flipkart,616,999,38.34%,52,10,28,15,5,1,6,0
11939,Boots For Women  (Black),3.9,Women,Flipkart,899,1999,55.03%,78,8,37,17,10,5,9,0
2536,EEZAY MAXOUT M Slippers,4,Men,Flipkart,265,799,66.83%,3514,359,1704,826,442,205,337,0
7743,Women White Wedges Sandal,4,Women,Flipkart,499,550,9.27%,276,40,127,76,34,11,28,1
12546,Women Black Bellies Sandal,4.4,Women,Flipkart,554,1299,57.35%,51,9,32,10,5,0,2,1
13480,Walking Shoes For Women  (Black),4.1,Women,Flipkart,664,999,33.53%,1788,341,1041,324,191,84,148,1
15302,ADF Power Cricket Shoes For Men  (Multicolor),4.2,Men,Flipkart,999,1999,50.03%,403,72,224,94,43,14,28,1
8975,Sneakers For Men  (Beige),3.7,Men,Flipkart,449,999,55.06%,981,123,443,166,131,87,154,1
2049,Jutis For Men  (Black),4.3,Men,Flipkart,449,749,40.05%,3,1,1,2,0,0,0,0
17533,"Women-1044 Sports Shoes, Running Shoes For Women,Cricket Shoes,Loafers,Sneakers,Casual Shoes,Comfortable For Women'S Sneakers For Women  (Black)",4.1,Women,Flipkart,346,499,30.66%,297,40,163,60,37,12,25,1
2149,Lace Up For Men  (Black),3.9,Men,Flipkart,1234,6999,82.37%,19,5,9,6,1,0,3,1
6167,Men's Formal Derby For Men  (Black),4.1,Men,Flipkart,949,999,5.01%,972,162,497,238,115,36,86,0
16645,Slides,3.3,Women,Flipkart,198,499,60.32%,172,27,62,29,24,17,40,0
4715,Women Black Bellies Sandal,3.9,Women,Flipkart,499,999,50.05%,204,27,108,32,27,11,26,0
13630,S-5 Running Shoes For Men  (Red),4,Men,Flipkart,485,649,25.27%,595,90,338,98,61,33,65,0
15128,Combo Pack of 2 Casual Shoes Loafers Loafers For Women  (Multicolor),3.8,Women,Flipkart,442,998,55.71%,2673,401,1154,596,447,203,273,1
919,Women Brown Wedges Sandal,4.1,Women,Flipkart,325,172,9.67%,749,126,392,263,65,41,29,1
19273,Boots For Mens Boots For Men  (Tan),3.8,Men,Flipkart,539,1599,66.29%,56,12,27,11,6,2,10,0
10080,SYTHETIC Leather Punjabi Jutti Black Mojaris For Men  (Black),3.9,Men,Flipkart,399,999,60.06%,19,1,10,4,1,1,3,0
12560,Women Gold Bellies Sandal,3.9,Women,Flipkart,446,533,16.32%,36,5,20,3,7,3,4,0
15462,Women Multicolor Heels Sandal,3.6,Women,Flipkart,200,999,79.98%,1650,229,738,227,244,141,300,1
16505,"Combo Pack Of 4 Running Shoes For Men  (Navy, Black, Red, Grey)",3.5,Men,Flipkart,689,1996,65.48%,17,3,6,3,4,1,3,1
15407,"Running Shoes For Men  (Red, Black)",4.1,Men,Flipkart,527,599,12.02%,14139,2110,7416,3064,1812,703,1144,1
1131,Women Black Heels Sandal,3.4,Women,Flipkart,749,999,25.03%,18,2,5,5,3,2,3,0
14690,Women Red Heels Sandal,4,Women,Flipkart,474,999,52.55%,2767,395,1399,574,336,173,285,1
7276,Men's Brown Ethnic Punjabi Pointed Mojari Mojaris For Men  (Brown),3.8,Men,Flipkart,749,999,25.03%,80,15,39,16,9,5,11,0
5545,"Women Pink, Brown Flats Sandal",4,Women,Flipkart,260,549,52.64%,9565,1324,4714,2059,1351,599,846,1
20584,"Synthetic Leather Casual Sneaker shoes for Women/girls Running Shoes For Women  (White, Black)",4,Women,Flipkart,699,1499,53.37%,438,49,227,98,48,24,41,1
16601,New Trendy Fashionable And Comfortable Sneakers For Women And Girls Sneakers For Women  (White),4.2,Women,Flipkart,425,999,57.46%,237,39,136,51,26,11,13,1
10076,Women Pink Flats Sandal,4.2,Women,Flipkart,673,799,15.77%,232,20,135,51,25,8,13,1
13508,Men's Office Formal shoes Slip On For Men  (White),3.9,Men,Flipkart,499,999,50.05%,5462,782,2592,1106,782,347,635,1
20064,Men Black Sandal,4.3,Men,Flipkart,629,699,10.01%,1959,225,1212,398,155,66,128,1
11954,Jaco Casuals For Men  (Grey),4,Men,Flipkart,529,699,24.32%,971,150,454,260,139,47,71,1
3430,Women Neutral Wedges Sandal,4,Women,Flipkart,424,999,57.56%,1134,171,600,242,136,53,103,1
14117,Women Tan Flats Sandal,4.1,Women,Flipkart,549,999,45.05%,702,107,357,182,95,23,45,1
762,Men Blue Clogs Sandal,3.6,Men,Flipkart,375,919,60.95%,,16,44,19,46,28,30,0
15127,Ethic shoes for men | Mojaris Ethic | Festival shoes | Formal shoes Mojaris For Men  (Tan),4.1,Men,Flipkart,499,1199,58.38%,37,3,17,12,5,1,2,0
13402,Women Black Heels Sandal,3.9,Women,Flipkart,579,999,42.04%,306,40,149,65,39,16,37,1
19905,Sneakers For Men  (Red),4.1,Men,Flipkart,426,999,57.36%,90,9,52,15,9,5,9,1
20902,Women Blue Flats Sandal,4.1,Women,Flipkart,311,499,37.68%,400,38,205,99,50,17,30,1
6876,Bellies For Women  (Blue),4.3,Women,Flipkart,378,1499,74.78%,116,13,68,32,7,2,7,1
19534,Slip On For Men  (Brown),4.1,Men,Flipkart,1499,5999,75.01%,230,25,121,51,30,10,18,1
17287,Flip Flops,3.9,Men,Flipkart,331,999,66.87%,1444,179,739,245,209,97,154,0
15298,SL 164 Walking Shoes For Women  (Blue),4.4,Women,Flipkart,889,999,11.01%,1944,345,1198,528,121,38,59,1
1173,GO RUN PURE Running Shoes For Women  (Navy),4.2,Women,Flipkart,3899,5999,35.01%,88,8,54,17,5,2,10,1
2676,Women Pink Bellies Sandal,4.2,Women,Flipkart,271,799,66.08%,811,116,442,193,85,34,54,0
9170,"Women SL-165 Violet Grey Walking Shoes For Women  (Purple, Grey)",4.3,Women,Flipkart,875,999,12.41%,400,54,225,109,35,9,22,1
16907,Running Shoes For Men  (Black),3.9,Men,Flipkart,359,999,64.06%,48,4,23,8,8,7,2,1
4397,Men Black Sports Sandal,4.2,Men,Flipkart,714,849,15.90%,19146,2800,10692,4782,1827,675,1170,1
10283,Women Grey Flats Sandal,4.1,Women,Flipkart,289,699,58.66%,1553,220,828,354,198,84,89,0
15362,Women Beige Heels Sandal,3.8,Women,Flipkart,499,999,50.05%,2033,307,943,444,279,132,235,0
6218,Women Black Wedges Sandal,4.2,Women,Flipkart,251,279,10.04%,,480,,679,,114,161,1
15294,Women Black Flats Sandal,4.3,Women,Flipkart,1048,1499,30.09%,87,9,52,21,5,5,4,1
14286,Flip Flops,4.3,,Flipkart,260,499,47.90%,,,,,3,2,1,0
17869,Men's Red Silk Sharwani Wedding Mojari Party Wear For Men  (Red),4.2,Men,Flipkart,599,999,40.04%,61,7,31,18,9,1,2,0
13219,Women Black Wedges Sandal,4,Women,Flipkart,400,699,42.78%,4,0,2,0,2,0,0,0
11087,Jutis For Women  (Navy),4,Women,Flipkart,189,499,62.12%,61,5,34,8,9,4,6,0
4894,Anne Running Shoes For Women  (Multicolor),4.2,Women,Flipkart,599,999,40.04%,34,4,16,12,4,1,1,0
5708,Boots For Women  (Red),4.3,Women,Flipkart,699,999,30.03%,3,0,1,2,0,0,0,0
7353,Casuals For Women  (Black),4,Women,Flipkart,2476,3995,38.02%,6,0,2,2,2,0,0,1
11030,Mojaris For Men  (Black),3.8,Men,Flipkart,399,499,20.04%,17,1,7,5,2,0,3,0
8606,SFG 48 Beige Slippers,4,Men,Flipkart,359,424,15.33%,26281,3064,13751,5823,3081,1248,2378,1
10177,Jutis For Men  (Blue),4.3,Men,Flipkart,300,749,59.95%,46,4,31,5,4,3,3,0
13553,Lace Up For Men  (Maroon),4.4,Men,Flipkart,2195,3990,44.99%,27,5,18,5,2,0,2,1
9619,Women Black Heels Sandal,3.8,Women,Flipkart,499,999,50.05%,153,25,71,28,30,6,18,1
3541,Sneakers For Men  (White),4,Men,Flipkart,359,999,64.06%,2394,263,1320,414,253,143,264,1
9836,Fuser IDP Sneakers For Men  (Black),3.9,Men,Flipkart,1385,2799,50.52%,120,15,58,30,12,4,16,1
826,CLOUDFOAM SPLASH Flip Flops,4.1,Men,Flipkart,1450,2580,45.02%,160,15,138,30,10,5,18,1
18473,"Lazard Jutis For Men  (Tan, Brown)",4,Men,Flipkart,728,899,19.02%,221,22,116,43,35,10,17,1
11252,Women Yellow Flats Sandal,4.2,Women,Flipkart,233,699,66.67%,131,24,75,25,23,2,6,1
251,Slippers,3.9,Women,Flipkart,189,366,59.12%,18,3,11,4,1,1,3,0
5820,"283 Canvas Shoes For Men  (Blue, Orange)",4,Men,Flipkart,672,799,15.89%,59984,9367,31293,13767,6812,2681,5431,1
3031,POLICE SHOES Boots For Men  (Black),4.1,Men,Flipkart,806,2699,70.14%,82,11,41,21,12,4,4,0
16139,Bellies For Women  (Blue),4.2,Women,Flipkart,708,799,11.39%,52,6,27,15,6,2,2,1
17325,Boots For Women  (Navy),4,Women,Flipkart,428,1499,71.45%,307,28,175,47,30,15,40,0
4428,Women Brown Flats Sandal,4.1,Women,Flipkart,380,669,43.20%,562,79,300,136,66,22,38,1
2175,Women Beige Heels Sandal,4,Women,Flipkart,1199,2599,53.87%,169,20,89,34,22,6,20,0
1351,Running Shoes For Men  (Green),4.1,Men,Flipkart,389,999,61.06%,30687,3748,17616,5205,3257,1716,2893,1
10467,Jaipuri velvet Jutis Jutis For Women  (Blue),3.6,Women,Flipkart,299,499,40.08%,211,23,96,29,29,17,42,0
2699,Sparx Women's Sx0124l Running Shoes,4.4,Men,Amazon,807,999,19.22%,283,131,4,3,5,29,59,1
2076,CatBird Women's Loafers,4,Women,Amazon,497,499,0.40%,228,116,11,5,9,21,54,0
15658,Slip On Sneakers For Men  (Navy),4,Men,Flipkart,493,1899,74.04%,26888,3649,12816,7491,3272,1178,2131,1
1935,Jutis For Men  (Tan),4.2,Men,Flipkart,474,999,52.55%,351,48,180,91,53,9,18,1
12781,Traditional Juti Jutis For Women  (Brown),3.6,Women,Flipkart,339,699,51.50%,25,3,10,4,7,0,4,0
9686,"Fabric Floral Designed Embroidered Jutis For Women  (Gold, Pink)",4,Women,Flipkart,349,499,30.06%,1372,189,762,229,167,75,142,1
17933,Elise Women's Sneakers,4.2,Women,Amazon,359,359,0.00%,75,34,3,7,10,29,52,0
11124,women boots Boots For Women  (Black),3.7,,Flipkart,449,999,55.06%,,,,,14,7,28,0
14531,Mojaris For Women  (Multicolor),4.6,Women,Flipkart,799,1000,20.10%,39,4,28,8,3,0,0,1
10075,Jutis For Men  (Beige),4.4,Men,Flipkart,399,999,60.06%,13,0,7,4,2,0,0,0
19079,Myshtezia Presents Women's/Ladies/Female/Girls Boots For Women  (Blue),4.2,Women,Flipkart,465,999,53.45%,1131,178,668,231,115,34,83,0
4332,SOCKS Running Shoes For Men  (Black),4.1,Men,Flipkart,474,999,52.55%,3402,526,1961,647,368,145,281,1
20134,Women Black Heels Sandal,4.2,Women,Flipkart,569,999,43.04%,133,19,76,22,15,9,6,1
2706,Jutis For Men  (Black),4.2,Men,Flipkart,353,999,64.66%,11,3,7,1,2,0,1,0
59,TEMPO Men's Combo Pack of 3 Synthetic Loafers & 2 Sneakers - Multicolour,3.3,Men,Amazon,1013,1138,0.00%,222,147,47,4,21,20,51,1
14970,Running Shoes For Men  (Grey),3.5,Men,Flipkart,539,1999,73.04%,97,16,36,20,14,8,19,0
6931,Flip Flops,3.7,Men,Flipkart,299,799,62.58%,11778,1311,5087,2359,1592,878,1862,0
20360,RUNNING SHOES FOR MAN Running Shoes For Men  (Black),4.2,Men,Flipkart,398,999,60.16%,203,29,124,31,23,12,13,0
9062,Girls Canvas Heel Sneakers For Women  (Red),4,Women,Flipkart,599,649,7.70%,14575,2331,7764,3040,1768,662,1341,1
7318,"Orange Gold Party wear punjabi Jutis For Women  (Gold, Orange)",3.8,Women,Flipkart,395,599,34.06%,121,18,62,19,13,11,16,0
18008,GOA Lace Up For Men  (Black),4.1,Men,Flipkart,2394,3990,40.00%,33,3,16,10,4,0,3,1
5318,Flip Flops,3.7,Women,Flipkart,199,499,60.12%,646,88,293,123,90,52,88,0
4592,Dwane IDP Running Shoes For Men  (Black),4.2,Men,Flipkart,1699,3999,57.51%,47475,5870,26146,12024,4691,1621,2994,1
12834,"Men's Casual Shoes Combo Pack of 02 Sneakers For Men  (Tan, Black)",3.8,Men,Flipkart,389,998,61.02%,89,13,39,19,14,4,13,1
15805,INSTACOMFIT RUNNER Running Shoes For Women  (Black),4,Women,Flipkart,1799,2999,40.01%,38,3,19,9,5,2,3,1
3161,"Combo pack of 2 casual, loafer and sneaker shoes for men Loafers For Men  (Multicolor)",4,,Flipkart,419,998,58.02%,,64,,89,,32,39,1
19354,"Women Red, Black Wedges Sandal",4,Women,Flipkart,699,999,30.03%,2343,392,1274,395,301,132,238,0
16258,Boots For Women  (Red),3.8,Women,Flipkart,477,1999,76.14%,142,24,69,28,11,10,24,0
6371,Stylish Formal Mens Footwear Lace Up For Men  (Brown),4.5,Men,Flipkart,663,999,33.63%,2,1,1,1,0,0,0,1
18756,Flip Flops,4.3,Women,Flipkart,249,499,50.10%,182,19,106,43,16,7,9,1
11767,"Totu Womens Black and Red Casual Stylish Comfort ortho High Heel (Pack Of 1) Flip Flops , Size-5 Flip Flops",3.8,Women,Flipkart,199,499,60.12%,787,99,385,148,98,55,101,0
11862,Casual Shoes For Men  (Khaki),4.1,Men,Flipkart,3378,4495,24.85%,1041,142,542,253,114,33,99,1
17352,Women Beige Heels Sandal,4.3,Women,Flipkart,699,999,30.03%,,,,,41,24,29,1
10424,"Sports Running Casual Shoes for Men, Sky Blue,Walking Shoes,Training Shoes, Running Shoes For Men Walking Shoes For Men  (Blue, Grey)",4,Men,Flipkart,499,599,16.69%,7884,900,4234,1383,997,461,810,1
16306,Bellies For Women  (Blue),3.9,Women,Flipkart,549,999,45.05%,297,48,134,77,33,18,35,1
11508,Slides,5,Men,Flipkart,1747,2495,29.98%,4,1,4,0,0,0,0,1
3235,High Heels Ice Blue Denim Fabric Shoes Casuals For Women  (Blue),4.1,Women,Flipkart,499,999,50.05%,2081,385,1148,401,260,107,165,1
17878,Women Gold Wedges Sandal,3.8,Women,Flipkart,395,599,34.06%,11296,1679,5153,2195,1647,855,1446,1
2290,Jutis For Women  (Multicolor),4.1,Women,Flipkart,299,899,66.74%,63,6,36,11,7,5,4,0
12431,Running Shoes For Men Running Shoes For Men  (Green),3.8,Men,Flipkart,499,1299,61.59%,13332,1590,6512,2486,1832,820,1682,1
11739,Combo Pack of 2 Affordable Range of Stylish Casual Sneakers Casuals For Men  (Multicolor),3.7,,Flipkart,474,998,52.51%,,,,742,653,370,699,1
6536,"Women SL-165 Navy Blue Pink Walking Shoes For Women  (Navy, Pink)",4.3,Women,Flipkart,899,999,10.01%,400,54,225,109,35,9,22,1
9144,Slippers,4.3,Men,Flipkart,550,999,44.94%,77,14,46,18,8,2,3,0
11053,Sneakers For Women  (White),4.5,Women,Flipkart,1952,3499,44.21%,8,2,5,2,1,0,0,1
10059,Women Black Wedges Sandal,4,Women,Flipkart,564,699,19.31%,148,25,66,47,19,5,11,1
14713,Kapani Fashion Bad Boy Slipper for Men Slides,4,Men,Flipkart,270,499,45.89%,3276,376,1867,556,343,154,356,0
15458,Flip Flops,4.1,Women,Flipkart,361,998,63.83%,448,81,235,101,58,22,32,1
14549,Jutis For Women  (Black),3.8,Women,Flipkart,148,599,75.29%,16,0,9,2,1,1,3,0
11148,Slip On For Men  (Black),4.5,Men,Flipkart,2903,2990,2.91%,35,9,23,8,3,1,0,1
14753,Running Shoes For Women  (Pink),3.9,Women,Flipkart,560,1499,62.64%,760,116,320,233,98,42,65,1
4940,"Ladies Inner High Heel Sports Leisure Lace Running Shoes,Super Soft and comfortable Sneakers Running Shoes For Women  (White)",4.4,Women,Flipkart,990,999,0.90%,1568,303,1072,285,109,32,70,1
8757,"Women SL-126 Grey Pink Walking Shoes For Women  (Pink, Grey)",4.2,Women,Flipkart,790,949,16.75%,3223,474,1738,875,324,107,179,1
13220,"2 Combo Shoes For Girls Stylish Lastes Fashion Casual Sports Canvas Sneakers Sneakers For Women  (Black, Navy)",4.1,Women,Flipkart,449,998,55.01%,90,8,49,18,11,5,7,1
4752,Jutis For Women  (Black),3.9,Women,Flipkart,260,699,62.80%,,,,,100,42,82,0
15081,Ethnic juti Jutis For Women  (Brown),3.9,Women,Flipkart,196,499,60.72%,530,93,253,123,67,36,47,1
14866,Women Beige Bellies Sandal,3.8,,Flipkart,404,499,19.04%,,87,,150,85,41,75,0
15411,Women Brown Wedges Sandal,4.1,Women,Flipkart,243,269,9.67%,749,126,375,207,90,42,39,1
13908,Women Black Wedges Sandal,3.7,Women,Flipkart,195,499,60.92%,605,57,264,109,89,52,91,0
20550,Casual Loafer Sneakers Shoes Walking Shoes For Women  (Blue),3.9,Women,Flipkart,589,998,40.98%,,96,310,,,46,70,1
18190,Lace Up For Women  (Black),3.2,Women,Flipkart,474,799,40.68%,11,1,,2,2,2,2,0
4423,COSET II Ms Flip Flops,3.7,Men,Flipkart,974,1499,35.02%,42,7,19,9,3,5,6,1
18822,Bellies For Women  (Blue),3.9,Women,Flipkart,499,550,9.27%,62,9,29,14,9,4,6,1
7070,"Navy loafers, mettalic hardware on top, Clasical loafers for Womens and Girls Slip On For Women  (Navy)",3.3,Women,Flipkart,349,599,41.74%,4,0,1,1,0,2,0,0
3992,STONIC Running Shoes For Men  (Navy),4.2,Men,Flipkart,1399,1499,6.67%,4485,672,2622,1027,407,158,271,1
6259,Axelion Block Running Shoes For Men  (Blue),4.2,Men,Flipkart,3548,5999,40.86%,239,26,147,46,14,8,24,1
15445,Knitted Socks Casuals Sneakers For Men  (Black),4,Men,Flipkart,499,999,50.05%,567,64,292,119,74,32,50,1
13857,Teebon M Running Shoes For Men  (Silver),4.1,Men,Flipkart,1499,4299,65.13%,357,46,190,78,41,17,31,1
10408,Running Shoes For Men  (Black),3.7,Men,Flipkart,331,999,66.87%,9144,927,4502,1225,1061,645,1711,1
12163,KANEGGYE Casual Canvas Sneakers Shoes for Men,3.6,Men,Amazon,399,399,0.00%,50,23,14,9,19,21,36,0
11010,Mojaris For Women  (Beige),4.4,Women,Flipkart,199,799,75.09%,54,6,36,10,4,1,2,0
6950,Flip Flops,4.3,Women,Flipkart,389,999,61.06%,139,16,84,32,12,3,8,1
11102,EMPIRE D'LUX SPOTTED Casuals For Women  (Black),4.4,Women,Flipkart,2475,5499,54.99%,220,29,137,52,15,4,12,1
5690,Women Gold Wedges Sandal,4.1,Women,Flipkart,359,999,64.06%,1320,165,694,283,167,69,107,1
12162,Women Tan Wedges Sandal,4.3,Women,Flipkart,381,999,61.86%,64,9,33,18,10,2,1,1
14498,ASTRORIDE SLIP ON Walking Shoes For Women  (Purple),4.1,Women,Flipkart,2126,4999,57.47%,51,3,30,11,3,1,6,1
1126,Sneakers Shoes for Men Pack of 2 Combo(O)-1636-1614 Sneakers For Men  (Multicolor),4.1,Men,Flipkart,598,998,40.08%,11,0,8,0,1,0,2,1
1445,"Elasto-02 Navy Maroon Running Shoes For Women  (Navy, Maroon)",4.2,Women,Flipkart,699,1499,53.37%,34652,5070,18680,9745,3350,1074,1803,1
14506,"Men's|Boy's Trendy Comfortable Partywear, Casual wear Loafers Loafers For Men  (Black)",4.2,Men,Flipkart,459,999,54.05%,1000,154,631,174,81,35,79,1
